Concepto,respuesta,Code
tree,growth,growth
tree,reproduction,reproduction
tree,regrow cut,regrowth
tree,clean air,air purification
tree,natural shade,shade
tree,shelter animal,habitat
tree,beautiful,beauty
tree,large strong,size
tree,provide food human animal,food source
tree,sap maple leave shade,leaves
tree,fall age root,seasonal change
tree,branch stem yard,branches
tree,forest water sunlight,forest
tree,carbon monoxide disease,pollution
tree,paper wood house timber,resources
tree,wood,wood
tree,create oxygen planet,oxygen
tree,way store carbon atmosphere,carbon storage
tree,majestic,majestic
tree,ancient,age
tree,peaceful calm soul,calm
tree,life,life
tree,peace,peace
tree,green,green
tree,health,health
tree,life,life
tree,dominance,dominance
water,powerful force,power
water,river glacier rainfall,water cycle
water,water body particularly ocean,water bodies
water,regulate earth climate,climate regulation
water,influence weather pattern,weather influence
water,water cycle,water cycle
water,clean,clean
water,clear,clear
water,cold,cold
water,glisten,glistening
water,rush,flow
water,rise,rising
water,water necessary life earth,life essential
water,majority water earth salty,saltwater
water,water flow downhill,flow
water,water freeze ice,freezing
water,water necessary plant grow,life essential
water,water distribute nutrient soil,nutrient distribution
water,life,life essential
water,need,life essential
water,destructive,destructive
water,preserve,conservation
water,big nature,nature essential
water,make possible plant grow,life essential
water,water equal life,life essential
water,earth cover water,water coverage
water,human water,water composition
water,animal live water,aquatic life
water,mammal drink water,hydration
water,water dangerous hurricane flood,destructive
water,necessary life,life essential
water,chemical freeze,freezing
water,well ice cold,cold
water,create beautiful cloud stunning lake ocean,beauty
water,able thing drink like cook,multi-use
water,run fresh water version,scarcity
water,essential life,life essential
water,life source,life essential
water,clean,clean
water,rain,rain
water,natural organic,natural
water,pond lake,water bodies
water,clear blue,clear
water,wet,wet
water,contain part hydrogen,composition
water,contain oxygen,composition
water,label h2o,composition
water,salt,saltwater
water,necessary,life essential
water,water area,scarcity
water,little water,imbalance
water,necesssary sustain life,life essential
water,need protection,conservation
water,treasure,conservation
water,drunken,hydration
water,regulate earth temperature,climate regulation
water,shower bathe,multi-use
water,need survive,life essential
water,wet,wet
water,taste,tasteless
water,hydration,hydration
water,fish,aquatic life
water,boat,recreation
water,bear fish water food,bear
water,hydrate,hydration
water,essential live thing earth,life essential
water,river,river
water,waterfall,waterfall
water,lake,lake
water,ocean,ocean
water,stream,stream
water,pond,pond
water,quenche taste,hydration
water,bathe,multi-use
water,washing,multi-use
water,favorable humanity,life essential
water,serve life support plant animal,life essential
water,colorless,colorless
water,river lake,water bodies
water,rain puddle,water bodies
water,tree plant get water rain,nutrient distribution
water,muddy water,dirty
water,need filter boil consume,filtration
water,abundant area,abundance
water,essential life,life essential
water,universal solvent,solvent
water,high surface tension,properties
water,cohesive adhesive property,properties
water,exist multiple state,states of matter
water,exist multiple state,states of matter
water,waterfall,waterfall
water,ocean,ocean
water,lake,lake
water,river,river
water,resevior,reservoir
water,rain,rain
water,water life,life essential
water,help digestion,digestion
water,water   life,life essential
water,water satisfactory,satisfactory
water,water help growth,life essential
water,water good nature,nature essential
water,fluid,fluid
water,oxygen rich,composition
water,resource life alive,life essential
water,cover 70 earth,water coverage
water,clear,clear
water,drinkable,drinkable
water,water liquid necessary grow thing man live water survival rain hydration,life essential
water,hydration sustainable essential grow,life essential
water,hydrate clean wash bathe erosion,multi-use
water,fast move current dangerous storm,flow
water,hurricane cloud rainfall,weather influence
water,happy play rain,positive emotion
water,,calm
water,calm,calm
water,colorless,colorless
water,symbolize life,life essential
water,symbolize abundance,symbolize abundance
water,cool,cool
water,natural,natural
water,dirty,dirty
water,food nutrient plant animal,nutrient distribution
water,cold crisp fast,flow
water,natural fun summer,recreation
water,necessity live,life essential
weather,cause tornado,extreme
weather,quickly change,changeable
weather,somewhat predictable like hurricane,predictable
weather,extreme,extreme
weather,period character,anomalies
weather,animal sense change,animals sense it
weather,atmospheric condition,atmosphere
weather,daily variation,variation
weather,precipitation,precipitation
weather,temperature,temperature
weather,wind,wind
weather,weather pattern,patterns
weather,tempermental,unpredictable
weather,unpredictable,unpredictable
weather,good different situation,varied
weather,violent calm time,dual nature
weather,help water nature,beneficial
weather,devistate,extreme
weather,changeable,changeable
weather,extreme,extreme
weather,vary different globe,regional variation
weather,seasonal world,seasonal
weather,impact life earth,ecosystem impact
weather,people like complain,complaints
weather,characteristic condition outside,outdoor conditions
weather,status outdoors,outdoor conditions
weather,type phenomenon affect earth,natural phenomenon
weather,different kind condition planet,varied
weather,state outdoors,outdoor conditions
weather,varied condition,varied
weather,storm part weather,storms
weather,weather different season,seasonal
weather,weather hursh,extreme
weather,human control weather,uncontrollable
weather,different region different weather,regional variation
weather,common season winter summer,seasons
weather,different season change weather,seasonal
weather,sunny summer,sunshine
weather,rainy winter,precipitation
weather,breezy spring,breeze
weather,chilly fall,cold
weather,leave fall,seasonal change
weather,wild,extreme
weather,passive,calm
weather,thunderous loud,thunderous
weather,sand,calm
weather,cause fire,extreme
weather,cause rain,precipitation
weather,predictable,predictable
weather,vary place place,regional variation
weather,different climate,different from climate
weather,temperature wind humidity,weather elements
weather,air quality,air quality
weather,proximity lightning,lightning
weather,fluctuation heat cold affect environment,temperature variation
weather,include rain snow sleet form moisture,precipitation
weather,movement air vary speed direction,wind
weather,weather contribute broad climate pattern time,climate influence
weather,vary depend season different weather pattern,seasonal variation
weather,include extreme event like hurricane tornado storm,extreme
weather,unpredictable,unpredictable
weather,sunny,sunshine
weather,rain,precipitation
weather,cloud,clouds
weather,snow,snow
weather,rainbow,rainbow
weather,unpredictable,unpredictable
weather,change frequently,changeable
weather,impact ecosystem wildlife habitat,ecosystem impact
weather,extreme,extreme
weather,influence temperature humidity,weather elements
weather,affect outdoor activity,outdoor impact
weather,movement air earth,wind
weather,different climate,different from climate
weather,day day condition place place,regional variation
weather,effect thing,influenced by factors
weather,carry water wet dry area,water distribution
weather,responsable erosion,erosion
weather,different season,seasonal
weather,change time,changeable
weather,cold,cold
weather,sunny,sunshine
weather,rainy,precipitation
weather,pleasant,pleasant
weather,constantly change,changeable
weather,influence atmospheric condition,atmosphere
weather,local global factor,factors
weather,unpredictable,unpredictable
weather,regional variation,regional variation
weather,seasonal cycle,seasonal
weather,sun breeze,breeze
weather,warm sunshine,sunshine
weather,snow cap mountain,snow
weather,rainy day,precipitation
weather,spring shower,spring showers
weather,fall color tree,seasonal change
weather,erratic,erratic
weather,sunny live,sunshine
weather,predictable,predictable
weather,variable,variable
weather,mild,mild
weather,forgiving,forgiving
weather,help fell nature,connection
weather,make feel good,positive feeling
weather,bright day,sunshine
weather,feel great,positive feeling
weather,happy sun,sunshine
weather,allow nature see,visibility
weather,change instant,changeable
weather,study,studyable
weather,constant,changeable
weather,vary depend location,regional variation
weather,unpredictable,unpredictable
weather,unique location,regional variation
weather,seasonal change,seasonal
weather,impact daily life,outdoor impact
weather,forecast,predictable
weather,humidity,humidity
weather,wind,wind
weather,temperature,temperature
weather,rough,extreme
weather,gentle,calm
weather,beautiful,beauty
weather,lethal,extreme
weather,strong,strong
weather,necessary,necessary
wildlife,hungry,hunger
wildlife,,varied
wildlife,noisy,loud
wildlife,beautiful,beauty
wildlife,colorful,colorful
wildlife,itchy,itch
wildlife,ability,movement
wildlife,reproduce,reproduction
wildlife,large prey small,predation
wildlife,live harmony nature,natural balance
wildlife,show healthy ecosystem,ecological role
wildlife,skeleton,vertebrate
wildlife,endanger,endangered
wildlife,need protect,protection
wildlife,need remove protect,species management
wildlife,mean human involvement,wild
wildlife,freedom,freedom
wildlife,natural,natural
wildlife,animal,animals
wildlife,loud,loud
wildlife,creepy,negative emotion
wildlife,source food,food source
wildlife,loud,dangerous
wildlife,dangerous,biodiversity
wildlife,live creature plant,beauty
wildlife,raw beauty,beauty
wildlife,ecosystem,protection
wildlife,protect,respect
wildlife,respect,conservation
wildlife,allow live natural environment,forest
wildlife,forrest,jungle
wildlife,jungle,jungle
wildlife,dessert,zoo
wildlife,zoo,fascinating
wildlife,interesting,person
wildlife,popson take change life wild,cute
wildlife,cute,dangerous
wildlife,dangerous,caution
wildlife,distance,photography
wildlife,pic,caution
wildlife,approach,beauty
wildlife,beautiful,animals
wildlife,animal,loud
wildlife,tiger roar hear 2 mile away,endangered
wildlife,30 identify specie extinction,endangered
wildlife,wolf week eat,habitat loss
wildlife,habitat loss huge threat wildlife,polar bears
wildlife,polar bear black skin,native
wildlife,native,self-regulation
wildlife,self regulate population,vulnerable
wildlife,harm pollution,solitary
wildlife,avoid humanity,avoids humanity
wildlife,balanced system,vulnerable
wildlife,vulnerable disaster,vulnerable
wildlife,diverse specie animal,beauty
wildlife,natural beautiful,seasonal changes
wildlife,seasonal pattern change,seasonal changes
wildlife,adaptation characteristic,interaction
wildlife,natural interaction wildlife,ecological balance
wildlife,provide ecology balance,beauty
wildlife,beautiful,respect
wildlife,respect,respect
wildlife,large variety,conservation
wildlife,leave space world,important
wildlife,important,important
wildlife,vital health world,wild
wildlife,consist non domesticated animal,habitat
wildlife,different type habitat,habitat
wildlife,live region world,self-sufficiency
wildlife,find food shelter help human,conservation
wildlife,conservation help protect,endangered
wildlife,human specie wildlife endangered extinct,mammals
wildlife,mammal,mountains
wildlife,mountain,animals
wildlife,animal,animals
wildlife,water tree,plants
wildlife,plant,trees
wildlife,tree,evolution
wildlife,adaption evolution,habitat
wildlife,habitat niche,migration
wildlife,migration movement,communication
wildlife,communication signal,survival
wildlife,survival resilience,ecological role
wildlife,ecological role important,large
wildlife,big,dangerous
wildlife,scary,beauty
wildlife,beautiful,necessary
wildlife,necessary,life cycle
wildlife,circle life,predators
wildlife,predator,dangerous
wildlife,dangerous,uninhabitable
wildlife,uninhabitable,wildlife
wildlife,wild animal,harsh weather
wildlife,harsh weather,remote
wildlife,remote,isolated
wildlife,isolate,habitat
wildlife,natural habitat,endangered
wildlife,endangered species,migration
wildlife,migration,reproduction
wildlife,breed,conservation
wildlife,conservation,ecosystem
wildlife,ecosystem,ecosystem
wildlife,adaptation,food web
wildlife,food web participation,reproduction
wildlife,reproduction,natural processes
wildlife,natural process,conservation
wildlife,conservation status,ecological impact
wildlife,ecological impact,ecological impact
wildlife,natural environment,habitat
wildlife,animal wildlife domesticate,wild
wildlife,ecosystem,ecosystem
wildlife,serve means survival animal,survival
wildlife,serve movement specie,migration
wildlife,serve home reproduction,habitat
wildlife,human,non-human
wildlife,non domesticate being,wild
wildlife,lion tiger bear,predators
wildlife,hunt food,hunting
wildlife,hunt sport,sport hunting
wildlife,non captive,wild
wildlife,consumer,consumers
wildlife,sunset,nature
wildlife,animal,animals
wildlife,prey,preys
wildlife,predator,predators
wildlife,nature,nature
wildlife,herbivore,herbivores
wildlife,omnivore,omnivores
wildlife,deer fox bobcat natural area,native species
wildlife,frightened,shy
wildlife,necessary human daily life,important
wildlife,wild tame,wild
wildlife,food chain,food chain
wildlife,ecosystem,ecosystem
wildlife,natural habitat,habitat
wildlife,conservation,conservation
wildlife,biodiversity,biodiversity
wildlife,adaptation,adaptability
